AGENT;ID;AGE;SEXE;AGE4T;PROF;RS4;HABITAT;Revenu;CP;TLUDA9;TLUDA5;TLCC9;TLCC5;RS3;CSP;C1;C2;C4;C3;O_C3;NRJ;QP1;QP2;QP3_A1;QP3_A2;QP3_A3;QP4;QP5_A1;QP5_A2;QP5_A3;QP5_A4;QP5_A5;QP5_A6;QP6_A1;QP6_A2;QP6_A3;QP6_A4;QP6_A5;QP6_A6;QP6_A7;QP7_M1;O_QP7_M1;QP7_M2;O_QP7_M2;QP7_M3;O_QP7_M3;QF1;QF2;QF3;QF4;QF5;QF6;QR1_A1;QR1_A2;QR1_A3;QR1_A4;QR1_A5;QR1_A6;QR1_A7;QR1_A8;QR1_A9;QR1_A10;QR1_A11;QR2;Q_F1;Q_F2;Q_F3;Q_F4;Q_F5;Q_F6;Q_F7;Q_F8;Q_F9_M1;O_Q_F9_M1;Q_F9_M2;O_Q_F9_M2;Q_F9_M3;O_Q_F9_M3;Q_F10;QE1;QE2;QE3;QE4;QE5;QE6_M1;O_QE6_M1;QE6_M2;O_QE6_M2;QE6_M3;O_QE6_M3;QE6_M4;O_QE6_M4;QE6_M5;O_QE6_M5;QE6_M6;O_QE6_M6;QE6_M7;O_QE6_M7;QE6_M8;O_QE6_M8;QE6_M9;O_QE6_M9;QE6_M10;O_QE6_M10;QE6_M11;O_QE6_M11;QE7;QE8;QA1;QA2;QA3;QA4;QA5;HABITAT.1;QC5;QC6;QC7;QC8;QC9;QC10;QC11;QC12;QC13_M1;QC13_M2;QC13_M3;QC13_M4;QC13_M5;QC13_M6;QC13_M7;QC13_M8;QC13_M9;QC13_M10;QC13_M11;QC13_M12;QC13_M13;QC14;QC15;QC16;S9;S10;QC17;S4;QC18_M1;QC18_M2;QC18_M3;QC18_M4;QC18_M5;POIDS;PROF.1;RS4.1;Typeabonnement;Typecompteur;Puissancesouscrite;Typecommune;Radiateurselectriques;Balloneauchaudeelectrique;Bornerecharge;Autresourceenergie;Q11;Q12;Q13;Q14;Q2;Q3;Q4;Q51;Q52;Q6;Q71;Q72;Q8;Q91;Q92;Q10;Q111;Q112;Q131;Q132;Q141;Q151;Q152;Q16;Q17;Q181;Q182;Q19;Q20;Q21;Q22;Q24;Q25;RS11;prob5inf;prob5sup;Q11B;Q12B;Q13B;Q14B;Q2B;Q3B;Q4B;Q51B;Q52B;Q6B;score16;score15;probinf;probsup
AG1148;28144;38;Femme;30-44 ans;Profession intermediaire, contremątre;Non;Appartement;8;92200;1;1;9;5;1;1;1.0;;4;1;;1;2;2;3;1;2;2;3;3;3;3;3;2;4.0;4.0;4.0;4.0;4.0;4.0;4;1;;5.0;;3.0;;1;99;2;99;99;4;;;;;;;;;;;;3;2;1;2;3;;;3;;8.0;;98.0;bail de l'appartement;9.0;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;2;;1;3;4;2;3;2;5;1;99;1;1;1;8;5.0;7.0;1.0;2.0;6.0;12.0;3.0;13.0;;;;;2;;2;2;1.0;2;10;97;;;;;0,994114;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.5;0.5
AG1149;28144;38;Femme;30-44 ans;Profession intermediaire, contremątre;Non;Appartement;8;92200;1;1;9;5;1;1;1.0;;4;1;;1;2;2;3;1;2;2;3;3;3;3;3;2;4.0;4.0;4.0;4.0;4.0;4.0;4;1;;5.0;;3.0;;1;99;2;99;99;4;;;;;;;;;;;;3;2;1;2;3;;;3;;8.0;;98.0;bail de l'appartement;9.0;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;2;;1;3;4;2;3;2;5;1;99;1;1;1;8;5.0;7.0;1.0;2.0;6.0;12.0;3.0;13.0;;;;;2;;2;2;1.0;2;10;97;;;;;0,994114;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.5;0.5
AG1311;31394;44;Femme;30-44 ans;Profession intermediaire, contremątre;Non;Appartement;9;92800;1;1;9;5;1;1;1.0;;3;1;;1;1;2;3;2;2;2;1;1;1;1;1;99;4.0;4.0;2.0;4.0;2.0;;3;2;;3.0;;5.0;;5;99;2;99;99;99;2.0;2.0;2.0;4.0;2.0;1.0;1.0;3.0;2.0;2.0;2.0;2;2;1;2;2;2.0;4.0;3;;3.0;;1.0;;;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;3;;1;2;4;2;1;3;3;6;99;1;1;1;13;9.0;1.0;10.0;3.0;8.0;7.0;5.0;6.0;;;;;2;;3;2;1.0;3;7;5;;;;;0,994114;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.5;0.5
AG1683;42826;43;Femme;30-44 ans;Profession intermediaire, contremątre;Non;Appartement;5;74570;8;5;1;1;1;1;1.0;;1;1;;1;2;2;2;2;2;3;2;2;2;2;2;2;3.0;3.0;3.0;2.0;3.0;2.0;2;4;;2.0;;;;5;99;2;99;99;1;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;2;3;3;2;4;;;4;;8.0;;4.0;;;;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;5.0;2;2;3;2;3;3;4;5;99;3;3;2;6;2.0;1.0;8.0;13.0;;;;;;;;;2;;2;2;1.0;4;7;97;;;;;1,046541;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.5;0.5
AG1684;42826;43;Femme;30-44 ans;Profession intermediaire, contremątre;Non;Appartement;5;74570;8;5;1;1;1;1;1.0;;1;1;;1;2;2;2;2;2;3;2;2;2;2;2;2;3.0;3.0;3.0;2.0;3.0;2.0;2;4;;2.0;;;;5;99;2;99;99;1;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;2;3;3;2;4;;;4;;8.0;;4.0;;;;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;5.0;2;2;3;2;3;3;4;5;99;3;3;2;6;2.0;1.0;8.0;13.0;;;;;;;;;2;;2;2;1.0;4;7;97;;;;;1,046541;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.5;0.5
AG1789;46185;36;Femme;30-44 ans;Profession intermediaire, contremątre;Non;Appartement;9;6100;9;5;8;4;3;1;1.0;;1;1;;1;2;2;2;1;2;2;3;3;3;3;3;2;2.0;2.0;3.0;3.0;3.0;2.0;2;2;;5.0;;3.0;;5;99;1;2;3;99;2.0;2.0;2.0;1.0;2.0;2.0;1.0;1.0;2.0;3.0;2.0;3;1;2;2;3;;;3;;1.0;;8.0;;;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;3.0;2;3;2;2;3;4;3;4;1;5;5;1;3;13.0;1.0;6.0;5.0;7.0;8.0;2.0;;;;;;2;;3;3;1.0;2;10;97;;;;;0,899654;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.5;0.5
AG1790;46237;38;Femme;30-44 ans;Profession intermediaire, contremątre;Non;Appartement;5;52310;6;3;1;1;1;1;1.0;;1;1;;1;2;2;3;4;4;2;1;1;3;1;99;2;3.0;3.0;3.0;1.0;;3.0;3;2;;;;;;1;99;2;99;99;3;1.0;2.0;4.0;4.0;4.0;2.0;1.0;3.0;4.0;1.0;1.0;2;3;3;2;2;3.0;1.0;3;;10.0;;6.0;;4.0;;3;1;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;6.0;1;3;4;2;4;6;6;3;99;2;2;3;5;2.0;3.0;1.0;13.0;8.0;6.0;;;;;;;2;;2;2;2.0;1;8;2;;;;;1,046541;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.5;0.5
AG1915;50872;32;Femme;30-44 ans;Profession intermediaire, contremątre;Non;Appartement;7;92120;1;1;9;5;1;1;1.0;;2;1;;1;2;99;2;3;2;2;2;2;2;2;2;99;2.0;4.0;2.0;4.0;2.0;;2;5;;3.0;;4.0;;5;99;99;2;99;3;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3;2;3;2;3;;;3;;7.0;;9.0;;8.0;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;2;;1;4;3;2;2;2;5;4;99;1;1;1;1;13.0;3.0;8.0;5.0;7.0;10.0;;;;;;;2;;2;2;1.0;3;5;1;;;;;0,994114;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.5;0.5
AG1916;50872;32;Femme;30-44 ans;Profession intermediaire, contremątre;Non;Appartement;7;92120;1;1;9;5;1;1;1.0;;2;1;;1;2;99;2;3;2;2;2;2;2;2;2;99;2.0;4.0;2.0;4.0;2.0;;2;5;;3.0;;4.0;;5;99;99;2;99;3;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3;2;3;2;3;;;3;;7.0;;9.0;;8.0;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;2;;1;4;3;2;2;2;5;4;99;1;1;1;1;13.0;3.0;8.0;5.0;7.0;10.0;;;;;;;2;;2;2;1.0;3;5;1;;;;;0,994114;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.5;0.5
AG2107;57023;43;Femme;30-44 ans;Profession intermediaire, contremątre;Non;Appartement;7;91190;1;1;9;5;1;1;1.0;;1;1;;1;2;2;3;3;2;2;3;99;1;1;1;99;4.0;;3.0;3.0;3.0;;2;4;;2.0;;5.0;;5;99;1;99;99;7;1.0;2.0;3.0;3.0;3.0;1.0;1.0;3.0;4.0;2.0;2.0;2;4;2;2;3;;;3;;7.0;;8.0;;1.0;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;4.0;1;3;4;2;4;5;4;3;99;1;1;1;10;2.0;8.0;1.0;13.0;3.0;7.0;5.0;6.0;;;;;2;;1;2;1.0;2;7;97;;;;;0,994114;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.5;0.5
AG2161;59446;39;Femme;30-44 ans;Profession intermediaire, contremątre;Non;Appartement;3;1960;8;5;1;1;1;1;1.0;;1;1;;1;2;99;3;4;4;3;3;99;2;3;99;2;4.0;;4.0;3.0;;4.0;4;5;;2.0;;4.0;;5;99;99;2;2;2;1.0;1.0;4.0;2.0;4.0;1.0;1.0;1.0;3.0;1.0;1.0;1;3;4;1;4;;;4;;4.0;;3.0;;1.0;;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;3.0;1;4;4;2;3;3;6;2;99;2;2;2;13;3.0;1.0;;;;;;;;;;;2;;2;2;2.0;4;9;97;;;;;1,046541;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.5;0.5
AG2207;61358;30;Femme;30-44 ans;Profession intermediaire, contremątre;Non;Appartement;4;59310;4;3;4;2;1;1;1.0;;1;1;;1;2;2;3;2;3;2;3;3;1;3;3;3;3.0;3.0;2.0;3.0;3.0;3.0;3;5;;2.0;;;;3;1;1;1;3;2;2.0;2.0;2.0;3.0;2.0;2.0;2.0;2.0;3.0;2.0;2.0;2;4;3;2;3;;;3;;5.0;;7.0;;8.0;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;3.0;1;3;3;2;2;2;7;3;1;2;2;1;2;7.0;1.0;6.0;13.0;3.0;8.0;5.0;;;;;;2;;2;1;;2;10;5;2.0;;;;0,908939;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.5;0.5
AG2208;61358;30;Femme;30-44 ans;Profession intermediaire, contremątre;Non;Appartement;4;59310;4;3;4;2;1;1;1.0;;1;1;;1;2;2;3;2;3;2;3;3;1;3;3;3;3.0;3.0;2.0;3.0;3.0;3.0;3;5;;2.0;;;;3;1;1;1;3;2;2.0;2.0;2.0;3.0;2.0;2.0;2.0;2.0;3.0;2.0;2.0;2;4;3;2;3;;;3;;5.0;;7.0;;8.0;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;3.0;1;3;3;2;2;2;7;3;1;2;2;1;2;7.0;1.0;6.0;13.0;3.0;8.0;5.0;;;;;;2;;2;1;;2;10;5;2.0;;;;0,908939;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.5;0.5
AG670;15910;33;Femme;30-44 ans;Profession intermediaire, contremątre;Non;Maison;1;83170;9;5;5;3;3;1;1.0;;4;1;;1;2;1;1;1;1;2;2;2;2;2;2;2;2.0;2.0;2.0;2.0;2.0;2.0;2;2;;3.0;;4.0;;2;1;1;1;5;5;;;;;;;;;;;;4;4;3;4;1;2.0;4.0;1;50.0;;;;;;;4;1;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;4;2;;5;3;4;1;2;3;3;1;99;1;1;2;1;3.0;6.0;8.0;13.0;11.0;5.0;;;;;;;2;;2;2;1.0;3;6;97;;;;;0,884005;4;0;HP/HC;Monophase;9;Rurale;Non;Oui;Non;Oui;Non, pas du tout;Non, pas du tout;Non, pas du tout;Oui, plutot;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Non, pas vraiment;Oui, plutot;Non;;;;Vous ne jugez pas ce dispositif utile;;Tres facile;;;;;;;;;;;;;;;;Ne se prononce pas;Est inchangee;Non;0.66;0.81;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;5.0;5.0;0.5;0.5
AG714;17798;34;Femme;30-44 ans;Profession intermediaire, contremątre;Non;Maison;7;49330;3;2;3;2;2;1;1.0;;2;1;;1;2;2;3;3;2;2;3;3;1;1;99;99;2.0;2.0;3.0;3.0;;;2;4;;1.0;;3.0;;5;1;2;1;99;6;2.0;2.0;3.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2;3;2;2;3;;;4;;1.0;;4.0;;6.0;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;4.0;1;4;4;1;7;6;2;1;1;4;4;1;4;6.0;5.0;1.0;13.0;8.0;2.0;7.0;3.0;;;;;2;;1;2;1.0;4;8;97;;;;;0,940311;4;0;HP/HC;Monophase;9;Rurale;Non;Oui;Non;Oui;Non, pas du tout;Non, pas du tout;Non, pas du tout;Oui, plutot;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Non, pas vraiment;Oui, plutot;Non;;;;Vous ne jugez pas ce dispositif utile;;Tres facile;;;;;;;;;;;;;;;;Ne se prononce pas;Est inchangee;Non;0.66;0.81;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;5.0;5.0;0.5;0.5
AG1045;25427;41;Femme;30-44 ans;Profession intermediaire, contremątre;Non;Maison;4;18100;2;2;5;3;2;1;2.0;;1;1;;1;2;99;3;4;2;2;3;99;1;1;99;2;4.0;;4.0;2.0;;1.0;1;4;;5.0;;;;5;1;1;99;3;4;1.0;1.0;3.0;2.0;4.0;2.0;1.0;2.0;4.0;1.0;1.0;2;3;2;1;3;;;4;;7.0;;8.0;;;;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;3.0;1;4;4;1;7;5;3;5;99;2;98;2;13;3.0;1.0;8.0;;;;;;;;;;2;;2;3;1.0;2;2;97;;;;;0,903626;4;0;HP/HC;Monophase;9;Rurale;Non;Oui;Non;Oui;Non, pas du tout;Non, pas du tout;Non, pas du tout;Oui, plutot;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Non, pas vraiment;Oui, plutot;Non;;;;Vous ne jugez pas ce dispositif utile;;Tres facile;;;;;;;;;;;;;;;;Ne se prononce pas;Est inchangee;Non;0.66;0.81;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;5.0;5.0;0.5;0.5
AG1189;29222;42;Femme;30-44 ans;Profession intermediaire, contremątre;Non;Maison;7;59990;4;3;2;2;1;1;1.0;;1;1;;1;2;2;2;1;1;2;3;3;3;3;99;2;1.0;1.0;1.0;1.0;;1.0;1;2;;3.0;;4.0;;5;2;1;2;4;3;2.0;2.0;3.0;2.0;2.0;1.0;1.0;2.0;2.0;2.0;1.0;1;4;3;2;2;3.0;3.0;3;;7.0;;5.0;;6.0;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;1.0;1;4;4;1;4;3;1;3;2;2;1;1;5;3.0;7.0;10.0;1.0;6.0;8.0;13.0;;;;;;2;;1;2;1.0;3;8;3;5.0;;;;0,908939;4;0;HP/HC;Monophase;9;Rurale;Non;Oui;Non;Oui;Non, pas du tout;Non, pas du tout;Non, pas du tout;Oui, plutot;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Non, pas vraiment;Oui, plutot;Non;;;;Vous ne jugez pas ce dispositif utile;;Tres facile;;;;;;;;;;;;;;;;Ne se prononce pas;Est inchangee;Non;0.66;0.81;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;5.0;5.0;0.5;0.5
AG1190;29222;42;Femme;30-44 ans;Profession intermediaire, contremątre;Non;Maison;7;59990;4;3;2;2;1;1;1.0;;1;1;;1;2;2;2;1;1;2;3;3;3;3;99;2;1.0;1.0;1.0;1.0;;1.0;1;2;;3.0;;4.0;;5;2;1;2;4;3;2.0;2.0;3.0;2.0;2.0;1.0;1.0;2.0;2.0;2.0;1.0;1;4;3;2;2;3.0;3.0;3;;7.0;;5.0;;6.0;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;1.0;1;4;4;1;4;3;1;3;2;2;1;1;5;3.0;7.0;10.0;1.0;6.0;8.0;13.0;;;;;;2;;1;2;1.0;3;8;3;5.0;;;;0,908939;4;0;HP/HC;Monophase;9;Rurale;Non;Oui;Non;Oui;Non, pas du tout;Non, pas du tout;Non, pas du tout;Oui, plutot;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Non, pas vraiment;Oui, plutot;Non;;;;Vous ne jugez pas ce dispositif utile;;Tres facile;;;;;;;;;;;;;;;;Ne se prononce pas;Est inchangee;Non;0.66;0.81;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;5.0;5.0;0.5;0.5
AG1191;29222;42;Femme;30-44 ans;Profession intermediaire, contremątre;Non;Maison;7;59990;4;3;2;2;1;1;1.0;;1;1;;1;2;2;2;1;1;2;3;3;3;3;99;2;1.0;1.0;1.0;1.0;;1.0;1;2;;3.0;;4.0;;5;2;1;2;4;3;2.0;2.0;3.0;2.0;2.0;1.0;1.0;2.0;2.0;2.0;1.0;1;4;3;2;2;3.0;3.0;3;;7.0;;5.0;;6.0;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;1.0;1;4;4;1;4;3;1;3;2;2;1;1;5;3.0;7.0;10.0;1.0;6.0;8.0;13.0;;;;;;2;;1;2;1.0;3;8;3;5.0;;;;0,908939;4;0;HP/HC;Monophase;9;Rurale;Non;Oui;Non;Oui;Non, pas du tout;Non, pas du tout;Non, pas du tout;Oui, plutot;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Non, pas vraiment;Oui, plutot;Non;;;;Vous ne jugez pas ce dispositif utile;;Tres facile;;;;;;;;;;;;;;;;Ne se prononce pas;Est inchangee;Non;0.66;0.81;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;5.0;5.0;0.5;0.5
AG1465;36741;40;Femme;30-44 ans;Profession intermediaire, contremątre;Non;Maison;3;29000;3;2;6;3;2;1;2.0;;1;1;;1;2;2;3;3;3;1;3;3;3;3;99;99;4.0;4.0;2.0;2.0;;;1;5;;2.0;;3.0;;5;99;1;99;2;6;2.0;2.0;3.0;3.0;2.0;2.0;1.0;3.0;4.0;2.0;1.0;1;3;3;1;3;;;4;;7.0;;5.0;;1.0;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;1.0;1;4;4;1;6;4;3;2;2;4;1;1;7;6.0;1.0;5.0;13.0;3.0;10.0;8.0;;;;;;2;;1;1;;4;10;97;;;;;0,903626;4;0;HP/HC;Monophase;9;Rurale;Non;Oui;Non;Oui;Non, pas du tout;Non, pas du tout;Non, pas du tout;Oui, plutot;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Non, pas vraiment;Oui, plutot;Non;;;;Vous ne jugez pas ce dispositif utile;;Tres facile;;;;;;;;;;;;;;;;Ne se prononce pas;Est inchangee;Non;0.66;0.81;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;5.0;5.0;0.5;0.5
AG1690;43006;41;Femme;30-44 ans;Profession intermediaire, contremątre;Non;Maison;7;56000;3;2;6;3;2;1;1.0;;2;1;;1;2;1;3;2;1;3;99;99;2;2;99;2;;;3.0;3.0;;2.0;2;1;;5.0;;2.0;;4;2;2;99;2;3;2.0;2.0;4.0;2.0;2.0;1.0;1.0;2.0;4.0;2.0;1.0;2;4;2;4;1;2.0;2.0;1;80.0;;;;;;;2;1;;1.0;;2.0;5.0;;;;;;;;;;;;;;;;;;;;;;2.0;2;1;3.0;1;4;4;1;6;6;6;5;99;2;2;3;3;2.0;5.0;7.0;6.0;1.0;13.0;;;;;;;2;;1;4;3.0;4;8;4;;;;;0,903626;4;0;HP/HC;Monophase;9;Rurale;Non;Oui;Non;Oui;Non, pas du tout;Non, pas du tout;Non, pas du tout;Oui, plutot;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Non, pas vraiment;Oui, plutot;Non;;;;Vous ne jugez pas ce dispositif utile;;Tres facile;;;;;;;;;;;;;;;;Ne se prononce pas;Est inchangee;Non;0.66;0.81;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;5.0;5.0;0.5;0.5
AG1709;43392;32;Femme;30-44 ans;Profession intermediaire, contremątre;Non;Maison;8;69800;8;5;8;4;1;1;1.0;;2;1;;1;2;2;3;4;2;2;2;2;2;2;99;3;3.0;3.0;1.0;1.0;;3.0;1;3;;5.0;;;;5;1;1;2;99;3;2.0;2.0;3.0;2.0;2.0;1.0;1.0;2.0;3.0;2.0;2.0;2;2;1;1;3;;;2;15.0;;;;;;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;5.0;1;3;1;1;5;5;6;2;1;6;1;2;1;13.0;9.0;2.0;10.0;6.0;3.0;;;;;;;1;1.0;1;3;2.0;3;8;97;;;;;0,88894;4;0;HP/HC;Monophase;9;Rurale;Non;Oui;Non;Oui;Non, pas du tout;Non, pas du tout;Non, pas du tout;Oui, plutot;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Non, pas vraiment;Oui, plutot;Non;;;;Vous ne jugez pas ce dispositif utile;;Tres facile;;;;;;;;;;;;;;;;Ne se prononce pas;Est inchangee;Non;0.66;0.81;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;5.0;5.0;0.5;0.5
AG1742;44365;43;Femme;30-44 ans;Profession intermediaire, contremątre;Non;Maison;4;33230;7;4;1;1;2;1;1.0;;1;1;;1;1;2;4;2;2;1;3;99;1;1;99;99;3.0;;2.0;2.0;;;2;2;;5.0;;3.0;;5;1;1;2;99;4;2.0;1.0;3.0;2.0;2.0;1.0;1.0;2.0;3.0;1.0;1.0;2;3;1;2;3;;;3;;8.0;;7.0;;5.0;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;1.0;1;4;2;1;6;5;4;1;2;6;1;3;6;10.0;1.0;8.0;3.0;2.0;13.0;;;;;;;2;;1;3;2.0;4;9;1;2.0;;;;1,082663;4;0;HP/HC;Monophase;9;Rurale;Non;Oui;Non;Oui;Non, pas du tout;Non, pas du tout;Non, pas du tout;Oui, plutot;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Non, pas vraiment;Oui, plutot;Non;;;;Vous ne jugez pas ce dispositif utile;;Tres facile;;;;;;;;;;;;;;;;Ne se prononce pas;Est inchangee;Non;0.66;0.81;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;5.0;5.0;0.5;0.5
AG1793;46277;44;Femme;30-44 ans;Profession intermediaire, contremątre;Non;Maison;7;27110;2;2;1;1;1;1;1.0;;2;1;;1;2;2;2;2;2;2;3;3;1;1;99;99;3.0;3.0;2.0;3.0;;;2;2;;3.0;;;;5;99;1;99;99;5;1.0;1.0;3.0;2.0;2.0;1.0;1.0;2.0;3.0;2.0;1.0;2;3;3;2;2;2.0;3.0;3;;7.0;;4.0;;3.0;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;5.0;3;2;3;1;6;6;1;5;99;6;1;3;5;13.0;3.0;10.0;1.0;2.0;6.0;;;;;;;2;;1;4;3.0;4;9;97;;;;;1,046541;4;0;HP/HC;Monophase;9;Rurale;Non;Oui;Non;Oui;Non, pas du tout;Non, pas du tout;Non, pas du tout;Oui, plutot;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Non, pas vraiment;Oui, plutot;Non;;;;Vous ne jugez pas ce dispositif utile;;Tres facile;;;;;;;;;;;;;;;;Ne se prononce pas;Est inchangee;Non;0.66;0.81;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;5.0;5.0;0.5;0.5
AG2137;58265;37;Femme;30-44 ans;Profession intermediaire, contremątre;Non;Maison;8;44800;3;2;8;4;2;1;1.0;;1;1;;1;1;2;2;4;4;2;3;99;1;3;99;3;4.0;;3.0;2.0;;2.0;2;2;;5.0;;3.0;;3;1;2;2;3;3;1.0;1.0;4.0;2.0;4.0;1.0;4.0;2.0;4.0;1.0;3.0;1;2;3;1;4;;;4;;1.0;;8.0;;6.0;;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;5.0;1;4;4;1;4;5;3;1;2;2;2;1;6;8.0;7.0;1.0;2.0;13.0;5.0;3.0;;;;;;2;;1;5;4.0;4;8;2;1.0;;;;0,919622;4;0;HP/HC;Monophase;9;Rurale;Non;Oui;Non;Oui;Non, pas du tout;Non, pas du tout;Non, pas du tout;Oui, plutot;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Non, pas vraiment;Oui, plutot;Non;;;;Vous ne jugez pas ce dispositif utile;;Tres facile;;;;;;;;;;;;;;;;Ne se prononce pas;Est inchangee;Non;0.66;0.81;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;5.0;5.0;0.5;0.5
